country,code,dates,rate,Gender
Pre-demographic dividend,PRE,1989,38.5173110961914,Female
Russian Federation,RUS,1989,97.0,Female
South Asia,SAS,1989,30.7882499694824,Female
Sub-Saharan Africa (excluding high income),SSA,1989,41.3766899108887,Female
Sub-Saharan Africa,SSF,1989,41.3842582702637,Female
Small states,SST,1989,75.5173721313477,Female
East Asia & Pacific (IDA & IBRD countries),TEA,1989,70.973388671875,Female
Europe & Central Asia (IDA & IBRD countries),TEC,1989,93.7811889648438,Female
Tajikistan,TJK,1989,97.0,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,1989,82.3109970092773,Female
Middle East & North Africa (IDA & IBRD countries),TMN,1989,40.2302398681641,Female
South Asia (IDA & IBRD),TSA,1989,30.7882499694824,Female
Sub-Saharan Africa (IDA & IBRD countries),TSS,1989,41.3842582702637,Female
Upper middle income,UMC,1989,73.0573883056641,Female
Viet Nam,VNM,1989,83.0,Female
World,WLD,1989,67.487922668457,Female
Africa Eastern and Southern,AFE,1990,48.6949081420898,Female
Africa Western and Central,AFW,1990,32.0875396728516,Female
Arab World,ARB,1990,41.6636085510254,Female
Burundi,BDI,1990,28.0,Female
Central Europe and the Baltics,CEB,1990,97.6005706787109,Female
China,CHN,1990,68.0,Female
Cabo Verde,CPV,1990,53.0,Female
East Asia & Pacific (excluding high income),EAP,1990,72.2718505859375,Female
Early-demographic dividend,EAR,1990,48.5691795349121,Female
East Asia & Pacific,EAS,1990,73.3238525390625,Female
Europe & Central Asia (excluding high income),ECA,1990,90.3442001342773,Female
Ecuador,ECU,1990,86.0,Female
Fragile and conflict affected situations,FCS,1990,51.2373695373535,Female
Guam,GUM,1990,99.0,Female
Heavily indebted poor countries (HIPC),HPC,1990,35.086971282959,Female
Hungary,HUN,1990,98.8000030517578,Female
IBRD only,IBD,1990,66.1874084472656,Female
IDA & IBRD total,IBT,1990,61.5775299072266,Female
IDA total,IDA,1990,39.3410491943359,Female
IDA blend,IDB,1990,41.6764183044434,Female
Indonesia,IDN,1990,75.0,Female
IDA only,IDX,1990,38.2261199951172,Female
Latin America & Caribbean (excluding high income),LAC,1990,82.3838195800781,Female
Latin America & Caribbean,LCN,1990,83.3322219848633,Female
Least developed countries: UN classification,LDC,1990,34.2313919067383,Female
Low income,LIC,1990,36.7596092224121,Female
Lower middle income,LMC,1990,41.3103713989258,Female
Low & middle income,LMY,1990,60.9499893188477,Female
Late-demographic dividend,LTE,1990,76.3864822387695,Female
Maldives,MDV,1990,96.0,Female
Middle East & North Africa,MEA,1990,45.7060012817383,Female
Mexico,MEX,1990,85.0,Female
Middle income,MIC,1990,62.4698104858398,Female
Middle East & North Africa (excluding high income),MNA,1990,43.4154586791992,Female
Mauritius,MUS,1990,75.0,Female
Other small states,OSS,1990,70.914909362793,Female
Panama,PAN,1990,88.0,Female
Philippines,PHL,1990,93.0,Female
Pre-demographic dividend,PRE,1990,39.2178916931152,Female
Puerto Rico,PRI,1990,90.0,Female
South Asia,SAS,1990,31.7026100158691,Female
Singapore,SGP,1990,83.0,Female
Sub-Saharan Africa (excluding high income),SSA,1990,42.1051788330078,Female
Sub-Saharan Africa,SSF,1990,42.1127281188965,Female
Small states,SST,1990,75.9667205810547,Female
East Asia & Pacific (IDA & IBRD countries),TEA,1990,71.8654632568359,Female
Europe & Central Asia (IDA & IBRD countries),TEC,1990,94.0136566162109,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,1990,82.7555236816406,Female
Middle East & North Africa (IDA & IBRD countries),TMN,1990,43.1370811462402,Female
South Asia (IDA & IBRD),TSA,1990,31.7026100158691,Female
Sub-Saharan Africa (IDA & IBRD countries),TSS,1990,42.1127281188965,Female
Trinidad and Tobago,TTO,1990,96.0,Female
Turkiye,TUR,1990,69.0,Female
Upper middle income,UMC,1990,74.0124206542969,Female
"Venezuela, RB",VEN,1990,89.0,Female
World,WLD,1990,68.1959228515625,Female
Zambia,ZMB,1990,57.0,Female
Africa Eastern and Southern,AFE,1991,48.648998260498,Female
Africa Western and Central,AFW,1991,32.9863395690918,Female
Arab World,ARB,1991,42.7137489318848,Female
Argentina,ARG,1991,96.0,Female
Burkina Faso,BFA,1991,8.0,Female
Bangladesh,BGD,1991,26.0,Female
Bahrain,BHR,1991,77.0,Female
Bosnia and Herzegovina,BIH,1991,82.0,Female
Belize,BLZ,1991,70.0,Female
Brunei Darussalam,BRN,1991,82.0,Female
Botswana,BWA,1991,71.0,Female
Central Europe and the Baltics,CEB,1991,97.6947402954102,Female
East Asia & Pacific (excluding high income),EAP,1991,73.0925521850586,Female
Early-demographic dividend,EAR,1991,49.3738594055176,Female
East Asia & Pacific,EAS,1991,74.0843200683594,Female
Europe & Central Asia (excluding high income),ECA,1991,90.538818359375,Female
Spain,ESP,1991,95.0,Female
Fragile and conflict affected situations,FCS,1991,51.5535202026367,Female
Greece,GRC,1991,89.0,Female
Heavily indebted poor countries (HIPC),HPC,1991,35.5340385437012,Female
Croatia,HRV,1991,95.0,Female
IBRD only,IBD,1991,66.8461685180664,Female
IDA & IBRD total,IBT,1991,62.2090911865234,Female
IDA total,IDA,1991,39.9666900634766,Female
IDA blend,IDB,1991,42.5327796936035,Female
IDA only,IDX,1991,38.7351303100586,Female
India,IND,1991,34.0,Female
"Iran, Islamic Rep.",IRN,1991,56.0,Female
Latin America & Caribbean (excluding high income),LAC,1991,83.0635223388672,Female
Latin America & Caribbean,LCN,1991,83.9629211425781,Female
Least developed countries: UN classification,LDC,1991,34.7485198974609,Female
Low income,LIC,1991,37.0270614624023,Female
Lower middle income,LMC,1991,42.1770210266113,Female
Low & middle income,LMY,1991,61.5967788696289,Female
Late-demographic dividend,LTE,1991,77.0625381469727,Female
Middle East & North Africa,MEA,1991,47.0366897583008,Female
Middle income,MIC,1991,63.1403884887695,Female
Middle East & North Africa (excluding high income),MNA,1991,44.8930511474609,Female
Montenegro,MNE,1991,98.0,Female
Malaysia,MYS,1991,77.0,Female
Namibia,NAM,1991,74.0,Female
Nigeria,NGA,1991,44.0,Female
Nepal,NPL,1991,17.0,Female
Other small states,OSS,1991,71.308837890625,Female
Pre-demographic dividend,PRE,1991,39.8047714233398,Female
Portugal,PRT,1991,85.0,Female
South Asia,SAS,1991,32.6067695617676,Female
Sub-Saharan Africa (excluding high income),SSA,1991,42.4428291320801,Female
Sub-Saharan Africa,SSF,1991,42.4503517150879,Female
Small states,SST,1991,76.2107696533203,Female
Sao Tome and Principe,STP,1991,62.0,Female
Slovenia,SVN,1991,99.0,Female
East Asia & Pacific (IDA & IBRD countries),TEA,1991,72.699348449707,Female
Europe & Central Asia (IDA & IBRD countries),TEC,1991,94.1902236938477,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,1991,83.4175567626953,Female
Middle East & North Africa (IDA & IBRD countries),TMN,1991,44.6261901855469,Female
South Asia (IDA & IBRD),TSA,1991,32.6067695617676,Female
Sub-Saharan Africa (IDA & IBRD countries),TSS,1991,42.4503517150879,Female
Uganda,UGA,1991,45.0,Female
Upper middle income,UMC,1991,74.7259979248047,Female
World,WLD,1991,68.6674423217773,Female
Samoa,WSM,1991,97.0,Female
Africa Eastern and Southern,AFE,1992,49.0647888183594,Female
Africa Western and Central,AFW,1992,33.8582496643066,Female
Arab World,ARB,1992,43.9511413574219,Female
Benin,BEN,1992,17.0,Female
Bolivia,BOL,1992,72.0,Female
Central Europe and the Baltics,CEB,1992,97.7855224609375,Female
Chile,CHL,1992,94.0,Female
Cyprus,CYP,1992,91.0,Female
East Asia & Pacific (excluding high income),EAP,1992,73.8778076171875,Female
Early-demographic dividend,EAR,1992,50.2319793701172,Female
East Asia & Pacific,EAS,1992,74.8060302734375,Female
Europe & Central Asia (excluding high income),ECA,1992,90.7383575439453,Female
Fragile and conflict affected situations,FCS,1992,51.8193893432617,Female
Heavily indebted poor countries (HIPC),HPC,1992,35.9281311035156,Female
IBRD only,IBD,1992,67.5160293579102,Female
IDA & IBRD total,IBT,1992,62.8451995849609,Female
IDA total,IDA,1992,40.615421295166,Female
IDA blend,IDB,1992,43.464771270752,Female
IDA only,IDX,1992,39.2430610656738,Female
Latin America & Caribbean (excluding high income),LAC,1992,83.7399673461914,Female
Latin America & Caribbean,LCN,1992,84.5907287597656,Female
Least developed countries: UN classification,LDC,1992,35.2405815124512,Female
Low income,LIC,1992,37.2138404846191,Female
Lower middle income,LMC,1992,43.0553817749023,Female
Low & middle income,LMY,1992,62.2470703125,Female
Late-demographic dividend,LTE,1992,77.7093276977539,Female
Middle East & North Africa,MEA,1992,48.3487396240234,Female
Middle income,MIC,1992,63.8271713256836,Female
Middle East & North Africa (excluding high income),MNA,1992,46.2084693908691,Female
Other small states,OSS,1992,71.6549224853516,Female
Pre-demographic dividend,PRE,1992,40.3786392211914,Female
Paraguay,PRY,1992,89.0,Female
Romania,ROU,1992,95.0,Female
South Asia,SAS,1992,33.5255889892578,Female
Saudi Arabia,SAU,1992,57.0,Female
El Salvador,SLV,1992,71.0,Female
Sub-Saharan Africa (excluding high income),SSA,1992,43.0291595458984,Female
Sub-Saharan Africa,SSF,1992,43.0365104675293,Female
Small states,SST,1992,76.4372787475586,Female
East Asia & Pacific (IDA & IBRD countries),TEA,1992,73.4972686767578,Female
Europe & Central Asia (IDA & IBRD countries),TEC,1992,94.3624496459961,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,1992,84.0768280029297,Female
Middle East & North Africa (IDA & IBRD countries),TMN,1992,45.950008392334,Female
South Asia (IDA & IBRD),TSA,1992,33.5255889892578,Female
Sub-Saharan Africa (IDA & IBRD countries),TSS,1992,43.0365104675293,Female
Upper middle income,UMC,1992,75.4789505004883,Female
World,WLD,1992,69.134162902832,Female
Zimbabwe,ZWE,1992,79.0,Female
Africa Eastern and Southern,AFE,1993,49.7175216674805,Female
Africa Western and Central,AFW,1993,34.7813911437988,Female
Arab World,ARB,1993,44.3244209289551,Female
Central Europe and the Baltics,CEB,1993,97.8657073974609,Female
Colombia,COL,1993,91.0,Female
Caribbean small states,CSS,1993,88.9220199584961,Female
East Asia & Pacific (excluding high income),EAP,1993,74.6324996948242,Female
Early-demographic dividend,EAR,1993,51.0471305847168,Female
East Asia & Pacific,EAS,1993,75.5037384033203,Female
Europe & Central Asia (excluding high income),ECA,1993,90.9152526855469,Female
Fragile and conflict affected situations,FCS,1993,52.0890998840332,Female
Gabon,GAB,1993,65.0,Female
Heavily indebted poor countries (HIPC),HPC,1993,36.3877410888672,Female
IBRD only,IBD,1993,68.1252822875977,Female
IDA & IBRD total,IBT,1993,63.4368705749512,Female
IDA total,IDA,1993,41.314338684082,Female
IDA blend,IDB,1993,44.5341300964355,Female
IDA only,IDX,1993,39.7740097045898,Female
Latin America & Caribbean (excluding high income),LAC,1993,84.3888168334961,Female
Latin America & Caribbean,LCN,1993,85.1944885253906,Female
Least developed countries: UN classification,LDC,1993,35.789421081543,Female
Low income,LIC,1993,37.4961395263672,Female
Lower middle income,LMC,1993,43.8736610412598,Female
Low & middle income,LMY,1993,62.851749420166,Female
Late-demographic dividend,LTE,1993,78.3248596191406,Female
Middle East & North Africa,MEA,1993,48.9220314025879,Female
Middle income,MIC,1993,64.4704132080078,Female
Middle East & North Africa (excluding high income),MNA,1993,46.7094612121582,Female
Other small states,OSS,1993,72.1672134399414,Female
Peru,PER,1993,82.0,Female
Pre-demographic dividend,PRE,1993,41.0080108642578,Female
South Asia,SAS,1993,34.4439392089844,Female
Sub-Saharan Africa (excluding high income),SSA,1993,43.7805595397949,Female
Sub-Saharan Africa,SSF,1993,43.7877502441406,Female
Small states,SST,1993,76.8060836791992,Female
Chad,TCD,1993,5.0,Female
East Asia & Pacific (IDA & IBRD countries),TEA,1993,74.2639312744141,Female
Europe & Central Asia (IDA & IBRD countries),TEC,1993,94.5267181396484,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,1993,84.7113418579102,Female
Middle East & North Africa (IDA & IBRD countries),TMN,1993,46.4418983459473,Female
South Asia (IDA & IBRD),TSA,1993,34.4439392089844,Female
Sub-Saharan Africa (IDA & IBRD countries),TSS,1993,43.7877502441406,Female
Upper middle income,UMC,1993,76.1921310424805,Female
World,WLD,1993,69.5851974487305,Female
Africa Eastern and Southern,AFE,1994,50.3447113037109,Female
Africa Western and Central,AFW,1994,35.7780113220215,Female
Arab World,ARB,1994,45.4606094360352,Female
Central Europe and the Baltics,CEB,1994,97.9456405639648,Female
Caribbean small states,CSS,1994,88.9909286499023,Female
East Asia & Pacific (excluding high income),EAP,1994,75.4328231811523,Female
Early-demographic dividend,EAR,1994,51.9679985046387,Female
East Asia & Pacific,EAS,1994,76.2617263793945,Female
Europe & Central Asia (excluding high income),ECA,1994,91.0859527587891,Female
Europe & Central Asia,ECS,1994,94.4675369262695,Female
Ethiopia,ETH,1994,19.0,Female
Fragile and conflict affected situations,FCS,1994,52.7355499267578,Female
Guatemala,GTM,1994,57.0,Female
Heavily indebted poor countries (HIPC),HPC,1994,36.9095611572266,Female
IBRD only,IBD,1994,68.7619400024414,Female
IDA & IBRD total,IBT,1994,64.0782699584961,Female
IDA total,IDA,1994,42.2081108093262,Female
IDA blend,IDB,1994,45.4254989624023,Female
IDA only,IDX,1994,40.6672592163086,Female
Latin America & Caribbean (excluding high income),LAC,1994,85.0252227783203,Female
Libya,LBY,1994,63.7000007629395,Female
Latin America & Caribbean,LCN,1994,85.7858428955078,Female
Least developed countries: UN classification,LDC,1994,36.743221282959,Female
Low income,LIC,1994,37.8657302856445,Female
Lower middle income,LMC,1994,44.844409942627,Female
Low & middle income,LMY,1994,63.5065116882324,Female
Late-demographic dividend,LTE,1994,78.9257202148438,Female
Morocco,MAR,1994,29.0,Female
Middle East & North Africa,MEA,1994,50.0711708068848,Female
Middle income,MIC,1994,65.1564178466797,Female
North Macedonia,MKD,1994,91.0,Female
Middle East & North Africa (excluding high income),MNA,1994,47.8387794494629,Female
Other small states,OSS,1994,72.4965286254883,Female
Philippines,PHL,1994,95.0,Female
Pre-demographic dividend,PRE,1994,41.7285003662109,Female
South Asia,SAS,1994,35.3673515319824,Female
Sub-Saharan Africa (excluding high income),SSA,1994,44.5528793334961,Female
Sub-Saharan Africa,SSF,1994,44.5599403381348,Female
Small states,SST,1994,77.0309829711914,Female
Seychelles,SYC,1994,89.0,Female
East Asia & Pacific (IDA & IBRD countries),TEA,1994,75.0766372680664,Female
Europe & Central Asia (IDA & IBRD countries),TEC,1994,94.6878433227539,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,1994,85.3329086303711,Female
Middle East & North Africa (IDA & IBRD countries),TMN,1994,47.5661888122559,Female
South Asia (IDA & IBRD),TSA,1994,35.3673515319824,Female
Sub-Saharan Africa (IDA & IBRD countries),TSS,1994,44.5599403381348,Female
Upper middle income,UMC,1994,76.8952407836914,Female
Vanuatu,VUT,1994,65.5999984741211,Female
World,WLD,1994,70.0834808349609,Female
"Yemen, Rep.",YEM,1994,17.0,Female
Africa Eastern and Southern,AFE,1995,51.0756301879883,Female
Africa Western and Central,AFW,1995,36.2378616333008,Female
Arab World,ARB,1995,46.6182708740234,Female
Central Europe and the Baltics,CEB,1995,98.0220184326172,Female
Caribbean small states,CSS,1995,89.2908630371094,Female
East Asia & Pacific (excluding high income),EAP,1995,76.2424468994141,Female
Early-demographic dividend,EAR,1995,52.9874382019043,Female
East Asia & Pacific,EAS,1995,77.0280990600586,Female
Europe & Central Asia (excluding high income),ECA,1995,91.2532577514648,Female
Europe & Central Asia,ECS,1995,94.6534423828125,Female
Fragile and conflict affected situations,FCS,1995,53.2521705627441,Female
Heavily indebted poor countries (HIPC),HPC,1995,37.2690887451172,Female
IBRD only,IBD,1995,69.4453277587891,Female
IDA & IBRD total,IBT,1995,64.7531967163086,Female
IDA total,IDA,1995,43.0610885620117,Female
IDA blend,IDB,1995,46.3541793823242,Female
IDA only,IDX,1995,41.4849700927734,Female
Kuwait,KWT,1995,74.0,Female
Latin America & Caribbean (excluding high income),LAC,1995,85.6565475463867,Female
Lao PDR,LAO,1995,48.0,Female
Latin America & Caribbean,LCN,1995,86.3721008300781,Female
Least developed countries: UN classification,LDC,1995,37.7472305297852,Female
Low income,LIC,1995,38.2984809875488,Female
Lower middle income,LMC,1995,45.8046417236328,Female
Low & middle income,LMY,1995,64.1954574584961,Female
Late-demographic dividend,LTE,1995,79.536979675293,Female
Maldives,MDV,1995,96.0,Female
Middle East & North Africa,MEA,1995,51.9755897521973,Female
Middle income,MIC,1995,65.8776626586914,Female
Malta,MLT,1995,89.0,Female
Middle East & North Africa (excluding high income),MNA,1995,49.8226013183594,Female
Other small states,OSS,1995,72.8957901000977,Female
Pre-demographic dividend,PRE,1995,42.3439712524414,Female
South Asia,SAS,1995,36.3256797790527,Female
Sub-Saharan Africa (excluding high income),SSA,1995,45.1804504394531,Female
Sub-Saharan Africa,SSF,1995,45.1874313354492,Female
Small states,SST,1995,77.3764801025391,Female
East Asia & Pacific (IDA & IBRD countries),TEA,1995,75.8992309570312,Female
Europe & Central Asia (IDA & IBRD countries),TEC,1995,94.8494491577148,Female
Turkmenistan,TKM,1995,98.0,Female
Latin America & the Caribbean (IDA & IBRD countries),TLA,1995,85.9488525390625,Female
